lng,lat
18.0816448,59.3087652
17.9548867,59.3770073
17.9482179,59.3980447
17.9483241,59.3980511
17.9479375,59.3983046
17.9479375,59.3983046
17.9479375,59.3983046
17.9489624,59.3974486
17.9489508,59.3974678
17.9489508,59.3974678
17.9489508,59.3974678
17.9524035,59.4006846
17.9521189,59.4006839
17.9434708,59.4015217
17.9484903,59.3982885
18.0348728,59.3159188
17.9482942,59.3981486
17.9482942,59.3981486
17.9482363,59.3981033
17.9555624,59.377305
17.9481703,59.398055
17.9481703,59.398055
17.9482659,59.3981356
17.9549369,59.376828
18.0328123,59.3346126
17.9583719,59.3778078
17.9590259,59.3771721
17.9627209,59.3770518
18.0006508,59.3590032
17.954869,59.377034
17.9437154,59.4037179
17.9482133,59.3980581
17.9482912,59.3981194
17.9482912,59.3981194
17.9482912,59.3981194
17.9482912,59.3981194
17.9483058,59.3981427
17.9482517,59.3981129
17.9482517,59.3981129
17.9482517,59.3981129
17.9433182,59.4013572
17.9475473,59.3983806
17.9482852,59.4023059
17.9483147,59.3981606
17.9462612,59.3993698
17.9482375,59.3981878
17.9482375,59.3981878
17.9477478,59.3982361
17.9440561,59.4007433
17.9450279,59.4003691
17.9468869,59.3989708
17.9481707,59.3980694
17.9481707,59.3980694
17.9480321,59.3983081
17.9480321,59.3983081
17.948179,59.3980485
17.9477973,59.398236
17.9482178,59.3980857
17.9482178,59.3980857
17.9473941,59.3984513
17.9437046,59.4007558
17.9482984,59.3981144
17.9482961,59.3981428
17.9482961,59.3981428
17.9435491,59.4014623
17.9440207,59.4008574
17.9482316,59.3982696
17.9482316,59.3982696
17.9482074,59.3980561
17.9482074,59.3980561
17.9450503,59.4000423
17.9608988,59.3769633
18.0735813,59.3122927
18.0737032,59.3122508
18.0735132,59.3123469
18.0734947,59.3122551
18.0734947,59.3122551
17.9557931,59.3773939
17.9692178,59.3759493
17.9646819,59.3764253
17.9580071,59.377039
17.9482689,59.3981057
17.9481967,59.398161
17.9482973,59.3982566
17.9482036,59.3981023
17.9482036,59.3981023
17.9482036,59.3981023
17.9486564,59.3982356
17.9482031,59.3980854
17.9552724,59.3773162
17.9552724,59.3773162
17.9552724,59.3773162
17.9552724,59.3773162
17.9552724,59.3773162
17.9552724,59.3773162
17.9552724,59.3773162
17.9552724,59.3773162
17.9552724,59.3773162
17.9548794,59.3772491
17.947985,59.3982475
17.9481716,59.3980505
17.9482165,59.3980175
17.9482074,59.3980528
17.9485622,59.3982081
17.9697262,59.3757086
17.9432972,59.403464
17.9482009,59.3980701
17.9482009,59.3980701
17.9481865,59.3980505
17.9481865,59.3980505
17.9481742,59.3980457
17.9453408,59.3999504
17.9450494,59.4001087
17.9442961,59.4007972
17.9442188,59.4008215
17.9435656,59.4014331
17.9458825,59.399701
17.9477107,59.3980977
17.9452269,59.40003
17.965183,59.3762319
17.9635291,59.3768178
17.9556087,59.3774459
17.954823,59.3770587
17.9987081,59.3586646
17.9995024,59.3582254
17.9638431,59.3764869
17.9576983,59.376544
17.9739377,59.3698002
17.9579998,59.377235
17.9554329,59.3777099
17.9688522,59.3758598
17.9493024,59.40137
17.947927,59.3983096
17.944991,59.400071
17.9580529,59.3770384
17.9547053,59.377065
17.9586282,59.3772602
17.9639812,59.3766318
17.969569,59.3757776
17.9687642,59.3754577
17.9692784,59.3759723
18.0752867,59.3100363
17.9546267,59.3789711
18.000431,59.3586698
18.0007699,59.3591716
18.0007699,59.3591716
17.9482396,59.3982511
17.9482396,59.3982511
17.9482396,59.3982511
17.9482322,59.3982499
17.9482322,59.3982499
17.9482322,59.3982499
17.9482322,59.3982499
17.9482322,59.3982499
17.9482065,59.3982427
17.9622094,59.3776273
17.9482106,59.3982632
17.9482457,59.3982408
17.9482466,59.3981307
17.9482466,59.3981307
17.9482466,59.3981307
17.9483057,59.3981562
17.9482343,59.3982307
17.9482343,59.3982307
17.9482685,59.398205
17.9482256,59.3982454
17.9482256,59.3982454
17.9482128,59.3982229
17.9482128,59.3982229
17.9482128,59.3982229
17.9482305,59.3982466
17.9482086,59.3982503
17.9482505,59.3982389
17.9481632,59.3982735
17.9481632,59.3982735
17.9482405,59.3981472
17.9439868,59.4023918
17.9638416,59.3768711
17.9693048,59.3756398
17.9482233,59.3982638
17.9482233,59.3982638
17.9482899,59.3981258
17.9482899,59.3981258
17.9481203,59.3980765
17.9676015,59.3770603
17.9548126,59.3770641
17.9548126,59.3770641
17.9548126,59.3770641
17.9548126,59.3770641
17.9548126,59.3770641
17.9548126,59.3770641
17.9548126,59.3770641
17.9548126,59.3770641
17.9548126,59.3770641
17.9548126,59.3770641
17.9548126,59.3770641
17.9548126,59.3770641
17.9548126,59.3770641
17.9421459,59.4025057
17.9461624,59.3993547
17.9482128,59.3982599
17.948482,59.3983267
17.948156,59.3982693
17.948156,59.3982693
17.9481907,59.3982622
17.9481495,59.3982783
17.9481495,59.3982783
17.9481495,59.3982783
17.9482164,59.3982517
17.9482137,59.3982539
17.9482137,59.3982539
17.9480865,59.3983017
17.9480865,59.3983017
17.9547532,59.3770629
17.9551541,59.3774557
17.9640016,59.3768387
18.077166,59.306849
18.0788867,59.3061953
17.9482272,59.3981356
17.9480899,59.3980366
17.9480899,59.3980366
17.9480899,59.3980366
17.9480899,59.3980366
17.9450435,59.4004436
17.9482462,59.3981375
17.9481363,59.3980656
17.9481305,59.3980587
17.9480416,59.3980599
17.9480416,59.3980599
17.9480416,59.3980599
17.9481216,59.3981286
17.9481216,59.3981286
17.9481448,59.3980806
17.9481448,59.3980806
17.9478857,59.3982251
17.948087,59.3980463
17.9478602,59.398332
17.9482396,59.3982396
17.948528,59.3982461
17.9482525,59.3982204
17.9479306,59.3983418
17.9481971,59.3982596
17.9482578,59.3980946
17.9482147,59.3980907
17.9482396,59.3982499
17.9482396,59.3982499
17.9482249,59.3980996
17.9439689,59.4009688
17.9470765,59.3984813
17.9480622,59.398006
17.948113,59.398304
17.948113,59.398304
17.948113,59.398304
17.9482409,59.3982375
17.948196,59.3980798
17.9480474,59.3982862
17.9482018,59.3982573
17.9482018,59.3982573
17.9482018,59.3982573
17.9502511,59.4005458
17.952118,59.4005691
17.949759,59.4008485
17.9548542,59.376848
18.0739147,59.307598
18.0004673,59.3588308
18.0009217,59.3588524
18.0008725,59.3588969
17.9435604,59.4039017
17.9482743,59.3981338
17.9479939,59.398194
17.94817,59.3982657
17.94817,59.3982657
17.94817,59.3982657
17.9481156,59.3982846
17.9481156,59.3982846
17.9485119,59.3981929
17.9482569,59.3981015
17.955067,59.3773998
18.0643497,59.3325184
18.1022145,59.3474789
18.1075356,59.3469958
18.1021833,59.3476605
17.9457343,59.3997911
17.9472595,59.3984053
17.9480694,59.398422
17.9484663,59.3982309
17.9484563,59.3980642
17.9484563,59.3980642
17.9486536,59.398121
17.9486536,59.398121
17.9481416,59.3982668
17.9481416,59.3982668
17.9481416,59.3982668
17.9699425,59.3756926
17.9444602,59.4022729
17.9439768,59.4035453
17.9439768,59.4035453
17.9482438,59.398132
17.948252,59.398134
17.948252,59.398134
17.9482549,59.3981015
17.9482307,59.3981638
17.9482307,59.3981638
17.9482307,59.3981638
17.9480536,59.3982805
17.9480536,59.3982805
17.9485233,59.3981741
17.9547631,59.3768878
17.9425691,59.4046361
17.9477729,59.3982206
17.9477729,59.3982206
17.9481547,59.3981192
17.9481547,59.3981192
17.9482395,59.3982431
17.9482395,59.3982431
17.9481821,59.3982555
17.9481821,59.3982555
17.9481388,59.3982138
17.9481388,59.3982138
17.9485877,59.3982234
17.9483463,59.3981441
17.9481286,59.3982838
17.9481154,59.3983055
17.9479685,59.3983009
17.9480487,59.3982889
17.9480353,59.3980765
17.9601816,59.3767794
17.9480357,59.3983177
17.9480357,59.3983177
17.9482975,59.3982047
17.9491008,59.3974125
17.9488854,59.3974336
17.9488854,59.3974336
17.9480985,59.3982532
17.9483559,59.3981154
17.9483216,59.3983236
17.9483216,59.3983236
17.9581209,59.3775597
17.9477365,59.3982029
17.9477365,59.3982029
17.9478501,59.398314
17.9483059,59.3981186
17.9483059,59.3981186
17.9484696,59.3980716
17.9548958,59.3770392
17.9983139,59.3610062
17.9472544,59.3984522
17.9480026,59.3982887
17.9486765,59.3982273
17.9548599,59.3770336
17.9422978,59.3757494
17.960971,59.3554075
17.9486137,59.3981691
17.9478623,59.3981262
17.9478239,59.3982717
17.947821,59.3981785
17.947834,59.3981992
17.947834,59.3981992
17.947834,59.3981992
17.947476,59.398105
17.9555761,59.3773468
17.9447928,59.400311
17.9481172,59.3983247
17.9481172,59.3983247
17.9479535,59.3981653
17.9582325,59.3775388
17.9548839,59.3770018
17.9548839,59.3770018
17.9548839,59.3770018
17.9548839,59.3770018
17.9548839,59.3770018
17.9548839,59.3770018
17.9548839,59.3770018
17.9548839,59.3770018
17.9548839,59.3770018
17.9548839,59.3770018
17.9548839,59.3770018
17.9548839,59.3770018
17.9548839,59.3770018
17.9548839,59.3770018
17.9548839,59.3770018
17.9548839,59.3770018
17.9487461,59.3981932
17.9478089,59.3982126
17.9484761,59.3980582
17.9484761,59.3980582
17.9478042,59.3983131
17.9521651,59.400983
17.9695191,59.3756519
17.9477535,59.3982042
17.9477206,59.3982168
17.9592656,59.3779684
17.8627679,59.4191335
17.8547356,59.4173186
17.8562797,59.4160327
17.9549701,59.3770112
17.959882,59.3770528
17.9691039,59.3758109
17.9482778,59.398088
17.9482346,59.3980486
17.9482346,59.3980486
17.9514354,59.4011519
17.9605312,59.3770287
17.952811,59.3778999
17.9476159,59.3981934
17.9482527,59.398056
17.9482527,59.398056
17.94803,59.398027
17.9481595,59.3980197
17.9481595,59.3980197
18.0591985,59.3407146
17.9694667,59.3755185
17.8646639,59.4138086
17.8646764,59.4138394
17.9508368,59.3752375
17.9471046,59.3759115
17.9449365,59.4002821
17.9451136,59.3998987
17.9481861,59.3980526
17.9450465,59.4002636
17.9481832,59.3980545
17.9484615,59.3980105
17.9440563,59.4025794
17.9479536,59.3980051
17.9479536,59.3980051
17.9479536,59.3980051
17.9479536,59.3980051
17.9482712,59.3981995
17.9479968,59.3980338
17.9479968,59.3980338
17.9479968,59.3980338
17.9485382,59.3981335
17.9486475,59.3982551
17.9482641,59.3981069
17.9431167,59.4021981
17.9523304,59.400712
17.9484808,59.3981251
18.0346691,59.3159525
18.0351755,59.3159432
18.0349537,59.3158361
17.964479,59.3762955
17.9483409,59.3980891
17.9483409,59.3980891
17.9477225,59.3982189
17.9605997,59.3775774
17.9482674,59.398156
17.9482674,59.398156
17.9479115,59.3983239
17.9481137,59.3981556
17.9481137,59.3981556
17.9481137,59.3981556
17.965519,59.3762086
17.9482734,59.3980699
17.9478928,59.3983309
17.9482272,59.3980732
17.9482272,59.3980732
17.9485695,59.3982494
17.9482166,59.3980584
17.9526036,59.4006455
17.9705222,59.376039
17.9608109,59.3778469
17.9434237,59.4019582
17.9432729,59.4020346
17.9432729,59.4020346
17.9483093,59.398113
17.9482589,59.3981535
17.9482589,59.3981535
17.9484762,59.3983462
17.9482326,59.3980632
17.9482326,59.3980632
17.9482038,59.3980518
17.9482038,59.3980518
17.9479893,59.3982242
17.9477791,59.3980672
17.9482368,59.3982253
17.9480096,59.3982202
17.9453251,59.4001342
17.9470998,59.3987172
17.9694306,59.3756794
17.9699218,59.3757306
17.9482515,59.3980669
17.9482515,59.3980669
17.948183,59.3980094
17.9482082,59.3980256
17.9482111,59.398049
17.9482584,59.3981514
17.9482254,59.3980975
17.9692939,59.3760015
17.9475757,59.3759828
17.9403808,59.3763779
18.0738835,59.312226
18.0738835,59.312226
18.0738835,59.312226
17.9685896,59.377048
17.9690525,59.3756686
17.9481655,59.3980193
17.9455562,59.4029263
17.9482891,59.3981014
17.9481144,59.3980749
17.9483431,59.3980687
17.9695327,59.3757104
17.9485896,59.3981728
17.9482426,59.3982562
17.9482347,59.3980709
17.9482347,59.3980709
17.9482347,59.3980709
17.948065,59.3982454
17.9481561,59.3980153
17.9484754,59.3983408
17.9484754,59.3983408
17.9484754,59.3983408
17.9484754,59.3983408
17.9484754,59.3983408
17.9484754,59.3983408
17.9484754,59.3983408
17.9484754,59.3983408
17.9484754,59.3983408
17.9484754,59.3983408
17.9484754,59.3983408
17.9484754,59.3983408
17.9484754,59.3983408
17.9481141,59.3980431
17.9481141,59.3980431
17.9481141,59.3980431
17.9481141,59.3980431
17.9481141,59.3980431
17.9481141,59.3980431
17.9481141,59.3980431
17.9481141,59.3980431
17.9481141,59.3980431
18.0006601,59.3588166
17.9688628,59.3752319
17.9548826,59.3770642
17.9678998,59.3705436
17.9524731,59.3998728
17.9481376,59.3981265
17.9481376,59.3981265
17.9482822,59.3982479
17.9480022,59.3981922
17.9480303,59.3982712
17.9556896,59.3776498
18.0004312,59.3588684
17.9694846,59.3756257
18.0755532,59.3099415
18.0006992,59.3590849
18.0006992,59.3590849
17.9481234,59.3981568
17.9481234,59.3981568
17.9481746,59.3983056
17.9481746,59.3983056
17.9481896,59.3982907
17.9482627,59.3982085
17.9480325,59.3981989
17.9480325,59.3981989
17.9480325,59.3981989
17.9482749,59.3982235
17.9474677,59.3984351
17.9463915,59.4014375
17.9482731,59.4003155
17.9481823,59.3982932
17.9481496,59.3983204
17.9482791,59.3982289
17.9482791,59.3982289
17.9482692,59.3981861
17.9482747,59.3982118
17.9482719,59.3981367
17.9450166,59.4001272
17.9471725,59.3987008
17.9480361,59.3981739
17.9481698,59.3980648
17.9481133,59.3983392
17.9481133,59.3983392
17.9482343,59.398134
17.9482269,59.3981587
17.9481782,59.3982074
